order_id,customer_id,order_date,channel,status,items,amount
10149,177,2024-01-28,mobile,completed,4,114.02
10150,43,2024-12-02,web,completed,1,113.58
10151,7,2024-05-09,web,completed,4,226.44
10152,189,2024-09-20,web,completed,1,181.14
10153,49,2024-10-02,web,completed,2,40.02
10154,204,2024-12-12,web,pending,3,209.18
10155,211,2024-07-02,web,completed,3,1364.66
10156,24,2024-08-19,mobile,completed,2,102.94
10157,179,2024-02-25,store,completed,2,270.93
10158,217,2024-11-01,mobile,completed,3,178.39
10159,75,2024-11-08,web,completed,1,13.42
10160,144,2024-10-25,web,completed,1,45.45
10161,96,2024-09-17,web,completed,4,225.68
10162,104,2024-10-01,web,completed,1,47.82
10163,39,2024-01-26,web,refunded,1,126.16
10164,107,2024-01-09,web,refunded,1,23.01
10165,122,2024-11-15,store,completed,1,16.44
10166,96,2024-10-23,mobile,completed,1,115.92
10167,6,2024-07-05,mobile,completed,3,56.5
10168,33,2024-03-21,store,completed,2,24.41
10169,83,2024-09-23,mobile,completed,1,35.31
10170,80,2024-09-15,web,completed,2,413.38
10171,184,2024-03-19,web,cancelled,1,24.17
10172,93,2024-11-01,mobile,completed,2,674.14
10173,153,2024-12-13,mobile,completed,2,32.58
10174,132,2024-07-28,web,completed,3,38.67
10175,29,2024-09-18,web,completed,1,73.8
10176,18,2024-12-12,web,completed,2,35.0
10177,53,2024-06-17,web,completed,2,30.74
10178,198,2024-03-22,store,completed,3,90.19
10179,65,2024-11-21,mobile,completed,1,16.28
10180,201,2024-05-25,web,completed,3,446.91
10181,119,2024-07-27,web,completed,6,167.1
10182,90,2024-02-17,web,completed,3,1114.63
10183,185,2024-08-06,web,completed,2,85.62
10184,36,2024-05-10,mobile,completed,2,522.85
10185,91,2024-06-16,store,completed,2,82.02
10186,23,2024-12-08,mobile,completed,1,16.69
10187,86,2024-08-15,web,completed,3,300.59
10188,55,2024-06-01,web,refunded,1,88.22
10189,205,2024-09-17,mobile,completed,3,82.08
10190,199,2024-05-09,mobile,refunded,1,248.81
10191,60,2024-04-20,mobile,completed,1,19.84
10192,213,2024-02-14,mobile,completed,2,71.96
10193,52,2024-10-08,mobile,pending,2,66.54
10194,131,2024-12-26,web,completed,3,86.13
10195,154,2024-07-20,store,refunded,2,117.83
10196,55,2024-04-06,web,completed,2,100.59
10197,159,2024-07-27,web,completed,2,49.78
10198,88,2024-12-05,store,completed,2,86.93
10199,152,2024-11-28,mobile,pending,3,79.5
10200,73,2024-08-03,web,pending,2,100.34
10201,172,2024-01-08,mobile,completed,3,72.77
10202,216,2024-04-13,mobile,completed,3,55.41
10203,174,2024-03-04,web,completed,2,24.43
10204,156,2024-01-27,web,completed,3,54.51
10205,166,2024-07-07,web,completed,1,59.56
10206,18,2024-09-21,web,refunded,2,36.85
10207,96,2024-05-05,store,completed,1,51.91
10208,95,2024-09-24,web,completed,2,17.53
10209,1,2024-02-28,web,completed,2,19.47
10210,112,2024-12-23,web,completed,2,127.29
10211,28,2024-11-05,web,completed,2,85.91
10212,25,2024-05-06,web,completed,1,78.18
10213,26,2024-07-08,web,completed,1,138.08
10214,52,2024-02-23,web,completed,2,36.45
10215,211,2024-07-03,web,completed,6,868.26
10216,159,2024-02-21,mobile,completed,2,210.16
10217,44,2024-02-24,web,completed,3,220.75
10218,25,2024-02-06,store,refunded,2,104.29
10219,164,2024-01-26,web,completed,3,57.37
10220,80,2024-10-23,web,completed,1,355.18
10221,121,2024-12-15,web,completed,2,28.94
10222,64,2024-01-24,web,completed,5,126.65
10223,174,2024-05-26,web,completed,1,18.39
10224,76,2024-01-20,store,pending,1,359.12
10225,188,2024-04-13,mobile,completed,2,151.67
10226,99,2024-06-27,mobile,completed,1,13.3
10227,4,2024-11-03,web,completed,4,445.58
10228,172,2024-07-25,web,completed,2,93.18
10229,208,2024-11-01,web,pending,2,60.16
10230,163,2024-03-24,store,pending,1,90.98
10231,55,2024-05-22,web,completed,1,53.93
10232,152,2024-07-04,store,refunded,2,116.71
10233,59,2024-03-21,web,completed,2,17.66
10234,90,2024-09-17,mobile,completed,2,263.06
10235,139,2024-05-23,web,completed,4,267.44
10236,51,2024-11-02,mobile,completed,2,627.97
10237,9,2024-07-16,mobile,completed,3,107.99
10238,139,2024-07-22,web,completed,4,160.49
10239,99,2024-09-22,web,completed,2,128.89
10240,115,2024-04-17,web,completed,3,35.09
10241,214,2024-10-20,web,completed,1,34.06
10242,4,2024-04-25,store,completed,1,177.05
10243,62,2024-08-02,mobile,completed,2,32.23
10244,220,2024-11-10,web,completed,1,34.54
10245,84,2024-12-21,web,completed,1,97.24
10246,185,2024-03-06,web,completed,3,159.4
10247,34,2024-03-07,store,completed,1,22.09
10248,218,2024-01-04,mobile,completed,1,51.08
10249,26,2024-01-28,web,completed,3,84.92
10250,48,2024-08-25,mobile,completed,2,27.49
10251,165,2024-12-15,web,completed,1,94.97
10252,82,2024-07-10,web,completed,3,25.63
10253,77,2024-08-09,web,pending,1,36.01
10254,107,2024-04-01,web,completed,4,95.47
10255,204,2024-09-06,store,completed,5,724.86
10256,99,2024-05-13,store,completed,1,13.18
10257,150,2024-10-08,web,pending,2,66.25
10258,145,2024-02-09,store,completed,3,107.38
10259,132,2024-07-03,store,pending,4,65.64
10260,136,2024-06-09,mobile,completed,5,155.37
10261,99,2024-05-18,mobile,completed,4,52.83
10262,197,2024-04-27,web,completed,3,25.62
10263,147,2024-07-07,web,completed,3,129.17
10264,202,2024-12-13,web,completed,4,124.82
10265,102,2024-07-01,mobile,completed,5,36.6
10266,2,2024-08-15,web,refunded,3,115.81
10267,204,2024-05-21,store,completed,2,245.55
10268,177,2024-12-14,store,completed,2,302.32
10269,66,2024-03-02,web,completed,3,134.32
10270,99,2024-10-27,mobile,pending,2,22.29
10271,127,2024-12-05,web,completed,2,338.26
10272,107,2024-09-19,mobile,cancelled,1,31.71
10273,51,2024-05-19,web,completed,4,277.86
10274,131,2024-04-11,web,completed,2,51.15
10275,177,2024-08-04,web,completed,2,158.86
10276,117,2024-02-01,web,completed,1,62.98
10277,211,2024-10-15,web,completed,1,597.91
10278,65,2024-01-08,web,completed,2,47.26
10279,82,2024-01-08,web,completed,2,75.95
10280,126,2024-06-17,web,completed,4,570.7
10281,92,2024-07-21,web,completed,2,51.64
10282,208,2024-02-06,mobile,completed,2,55.14
10283,155,2024-09-20,mobile,completed,2,80.58
10284,108,2024-08-23,mobile,completed,2,46.78
10285,215,2024-04-12,store,completed,3,51.67
10286,18,2024-10-04,mobile,completed,6,113.73
10287,183,2024-07-14,store,completed,2,436.68
10288,20,2024-11-14,web,completed,3,36.1
10289,60,2024-01-20,web,refunded,1,44.57
10290,8,2024-08-18,web,completed,1,27.29
10291,30,2024-02-04,web,completed,2,83.4
10292,206,2024-05-21,store,completed,5,231.01
10293,55,2024-03-03,mobile,completed,6,225.94
10294,212,2024-06-15,web,completed,2,203.36
10295,183,2024-01-21,web,completed,2,322.04
10296,4,2024-08-13,web,completed,2,367.37
10297,207,2024-09-24,web,pending,2,20.1
10298,219,2024-09-26,mobile,pending,3,37.61
10299,59,2024-11-18,mobile,completed,2,31.73
10300,12,2024-02-04,web,completed,2,681.13
10301,104,2024-11-01,web,completed,2,36.83
10302,119,2024-11-13,mobile,completed,1,215.46
10303,91,2024-05-07,mobile,completed,2,33.54
10304,192,2024-08-05,web,completed,2,109.5
10305,107,2024-06-13,web,refunded,4,100.95
10306,20,2024-02-25,web,completed,3,26.85
10307,169,2024-01-27,web,pending,2,38.67
10308,176,2024-02-25,web,completed,1,106.32
10309,134,2024-01-13,web,completed,2,460.22
10310,154,2024-04-19,web,refunded,10,438.78
10311,206,2024-11-04,mobile,completed,2,235.23
10312,19,2024-01-06,store,pending,2,239.42
10313,153,2024-12-01,mobile,completed,1,15.92
10314,1,2024-12-15,mobile,completed,3,41.54
10315,31,2024-04-02,web,pending,1,25.02
10316,60,2024-05-12,web,pending,2,19.79
10317,49,2024-07-15,mobile,completed,2,30.75
10318,220,2024-06-06,web,completed,2,51.39
10319,37,2024-07-09,store,completed,2,41.28
10320,4,2024-06-07,web,completed,1,288.83
10321,122,2024-02-24,store,completed,3,89.67
10322,201,2024-06-01,web,completed,2,177.99
10323,11,2024-07-05,web,completed,2,174.55
10324,9,2024-09-04,store,cancelled,2,138.42
10325,74,2024-08-04,web,completed,2,583.5
10326,32,2024-10-25,mobile,completed,3,167.28
10327,135,2024-06-12,web,completed,1,57.35
10328,212,2024-07-25,web,completed,2,187.61
10329,104,2024-01-27,web,completed,2,55.42
10330,176,2024-04-28,mobile,completed,2,157.2
10331,114,2024-12-03,web,completed,2,11.83
10332,147,2024-08-06,web,completed,2,168.84
10333,161,2024-08-20,mobile,completed,1,108.48
10334,80,2024-09-11,web,completed,2,293.44
10335,27,2024-09-16,web,completed,2,75.56
10336,113,2024-08-06,mobile,completed,3,70.67
10337,56,2024-09-13,web,completed,2,175.62
10338,140,2024-03-28,store,completed,1,105.71
10339,82,2024-01-16,store,pending,2,59.55
10340,153,2024-07-11,mobile,cancelled,3,49.03
10341,92,2024-09-13,store,completed,3,106.12
10342,38,2024-03-24,web,completed,4,45.79
10343,66,2024-04-04,mobile,completed,5,369.08
10344,27,2024-02-22,mobile,completed,3,131.32
10345,71,2024-11-22,mobile,cancelled,8,53.25
10346,191,2024-02-01,web,completed,1,39.66
10347,220,2024-09-15,web,completed,2,54.05
10348,160,2024-05-26,web,completed,1,46.0
10349,103,2024-07-15,mobile,completed,1,18.13
10350,100,2024-09-15,web,completed,2,31.87
10351,63,2024-03-16,web,completed,2,52.55
10352,172,2024-05-10,web,completed,1,61.34
10353,153,2024-11-22,web,completed,4,48.19
10354,172,2024-03-02,mobile,completed,2,282.36
10355,59,2024-07-01,web,completed,3,73.72
10356,20,2024-06-07,mobile,completed,3,66.68
10357,93,2024-07-02,web,completed,1,130.72
10358,92,2024-02-16,mobile,completed,1,68.15
10359,84,2024-07-07,mobile,completed,2,220.48
10360,126,2024-12-06,web,completed,2,279.76
10361,58,2024-03-08,mobile,completed,1,85.49
10362,127,2024-02-10,store,completed,2,341.4
10363,162,2024-04-25,web,completed,2,442.87
10364,206,2024-12-12,web,completed,3,762.93
10365,138,2024-04-21,web,pending,2,316.21
10366,22,2024-08-18,mobile,pending,1,27.05
10367,167,2024-10-23,mobile,cancelled,1,25.67
10368,9,2024-11-16,web,completed,2,82.36
10369,141,2024-08-27,store,completed,1,67.25
10370,211,2024-04-15,web,completed,2,208.58
10371,97,2024-09-24,mobile,completed,6,97.75
10372,207,2024-12-17,mobile,completed,3,59.26
10373,180,2024-05-28,web,completed,1,100.9
10374,186,2024-04-04,web,completed,2,56.64
10375,73,2024-01-09,web,completed,3,155.6
10376,45,2024-08-05,store,completed,2,282.28
10377,78,2024-01-24,store,completed,1,245.73
10378,197,2024-08-15,web,completed,2,50.27
10379,167,2024-09-28,web,completed,2,47.67
10380,167,2024-08-03,mobile,completed,2,35.67
10381,104,2024-02-12,web,completed,1,137.77
10382,143,2024-01-26,mobile,completed,2,19.58
10383,46,2024-08-24,web,completed,2,260.49
10384,179,2024-07-20,mobile,completed,1,187.25
10385,46,2024-06-02,mobile,completed,2,574.49
10386,89,2024-07-13,mobile,completed,2,79.88
10387,81,2024-10-20,mobile,completed,1,35.98
10388,111,2024-06-03,web,completed,2,102.38
10389,128,2024-02-18,web,pending,2,277.4
10390,87,2024-04-28,mobile,completed,4,80.61
10391,31,2024-04-13,web,completed,4,70.66
10392,34,2024-05-15,web,completed,3,61.84
10393,107,2024-12-26,web,completed,2,50.74
10394,56,2024-05-13,mobile,completed,1,39.49
10395,7,2024-02-01,web,pending,3,146.39
10396,13,2024-10-19,web,completed,7,886.56
10397,151,2024-07-13,web,completed,2,33.83
10398,46,2024-11-27,mobile,completed,3,398.32
10399,126,2024-12-16,web,completed,2,193.43
10400,65,2024-08-17,web,completed,1,49.94
10401,84,2024-05-25,web,completed,3,137.45
10402,164,2024-08-01,web,completed,1,21.53
10403,160,2024-10-03,web,completed,1,21.66
10404,60,2024-07-22,web,completed,3,88.34
10405,105,2024-02-22,web,completed,1,119.65
10406,94,2024-10-01,mobile,completed,1,16.68
10407,171,2024-12-01,web,pending,1,241.87
10408,187,2024-08-08,store,completed,2,92.6
10409,3,2024-06-03,mobile,completed,1,12.38
10410,136,2024-06-02,web,completed,2,134.86
10411,100,2024-03-26,web,pending,2,44.39
10412,12,2024-03-04,web,completed,3,739.92
10413,5,2024-10-28,web,completed,2,91.24
10414,41,2024-01-03,store,refunded,2,37.71
10415,62,2024-03-18,web,completed,2,40.76
10416,26,2024-06-23,mobile,completed,2,103.85
10417,6,2024-05-08,mobile,completed,4,64.23
10418,53,2024-03-28,web,refunded,2,47.47
10419,166,2024-03-14,store,completed,3,182.75
10420,6,2024-11-27,mobile,completed,4,52.07
10421,166,2024-07-02,web,completed,6,438.09
10422,149,2024-05-27,mobile,completed,1,40.49
10423,174,2024-06-21,mobile,completed,1,24.19
10424,44,2024-03-06,mobile,completed,2,99.38
10425,101,2024-05-03,mobile,completed,3,98.52
10426,115,2024-02-08,web,completed,3,61.12
10427,216,2024-07-24,web,completed,2,24.9
10428,2,2024-01-22,web,completed,2,49.4
10429,212,2024-10-02,mobile,completed,2,359.67
10430,10,2024-04-27,web,completed,2,189.37
10431,76,2024-06-25,web,completed,2,189.08
10432,170,2024-06-09,web,completed,3,356.96
10433,35,2024-11-01,web,completed,1,32.34
10434,42,2024-05-16,store,completed,2,21.38
10435,212,2024-06-23,mobile,completed,6,840.54
10436,198,2024-09-01,web,completed,2,57.95
10437,210,2024-10-10,web,completed,3,247.8
10438,81,2024-05-04,web,completed,1,11.33
10439,207,2024-05-07,store,completed,1,18.12
10440,90,2024-09-27,web,completed,3,534.87
10441,79,2024-12-09,web,completed,3,57.21
10442,113,2024-07-14,mobile,completed,2,31.0
10443,44,2024-02-08,web,cancelled,3,376.48
10444,150,2024-04-05,web,completed,1,78.93
10445,93,2024-05-02,mobile,completed,1,335.14
10446,166,2024-07-03,store,completed,7,181.65
10447,213,2024-05-19,web,completed,1,30.97
10448,30,2024-11-17,web,completed,3,177.26
10449,76,2024-03-07,mobile,completed,2,187.23
10450,52,2024-08-11,web,completed,2,82.23
10451,43,2024-01-25,web,completed,4,851.26
10452,16,2024-11-11,web,completed,2,21.18
10453,10,2024-02-18,store,completed,2,123.16
10454,166,2024-07-12,mobile,refunded,3,155.49
10455,64,2024-04-28,mobile,completed,2,105.11
10456,192,2024-11-28,web,completed,2,91.62
10457,106,2024-02-25,web,completed,4,141.72
10458,215,2024-12-19,store,completed,2,34.05
10459,70,2024-02-19,web,pending,3,93.85
10460,77,2024-12-01,mobile,completed,2,42.65
10461,73,2024-04-27,web,completed,2,70.3
10462,220,2024-01-15,web,completed,3,31.77
10463,66,2024-10-04,web,completed,1,93.69
10464,178,2024-03-12,web,completed,2,571.66
10465,9,2024-07-14,mobile,completed,2,91.78
10466,85,2024-02-26,web,refunded,3,158.21
10467,121,2024-06-11,store,completed,3,54.77
10468,40,2024-07-08,web,cancelled,2,156.99
10469,218,2024-11-04,mobile,completed,2,104.47
10470,38,2024-11-24,web,completed,4,67.96
10471,15,2024-02-02,web,completed,1,35.17
10472,21,2024-03-01,store,completed,2,107.68
10473,167,2024-04-11,mobile,completed,2,56.14
10474,31,2024-04-15,web,completed,1,30.99
10475,91,2024-02-13,store,pending,3,32.7
10476,127,2024-07-09,web,completed,2,555.97
10477,34,2024-04-05,web,completed,5,74.91
10478,185,2024-12-27,mobile,completed,1,111.5
10479,216,2024-10-08,web,completed,3,63.59
10480,68,2024-11-15,web,completed,2,22.9
10481,183,2024-01-01,store,refunded,2,219.17
10482,137,2024-11-12,web,completed,5,87.62
10483,191,2024-10-18,mobile,refunded,2,205.59
10484,115,2024-08-28,web,refunded,2,17.34
10485,86,2024-12-07,mobile,completed,3,555.49
10486,17,2024-10-03,web,completed,1,30.83
10487,65,2024-08-04,web,completed,1,20.63
10488,68,2024-08-18,web,refunded,3,27.06
10489,99,2024-06-21,web,completed,2,95.8
10490,215,2024-10-09,web,completed,3,61.74
10491,94,2024-10-05,web,completed,4,130.5
10492,96,2024-04-16,web,completed,3,59.6
10493,209,2024-02-16,store,completed,3,65.92
10494,200,2024-06-03,mobile,completed,3,48.83
10495,193,2024-02-04,web,completed,2,44.61
10496,176,2024-01-01,web,completed,1,43.23
10497,62,2024-05-04,web,completed,1,32.29
10498,94,2024-09-01,mobile,completed,2,35.12
10499,42,2024-02-04,web,completed,2,30.64
10500,27,2024-10-01,store,completed,2,143.82
10501,22,2024-04-15,store,completed,3,49.73
10502,21,2024-06-01,store,completed,3,301.63
10503,28,2024-05-18,web,completed,1,12.65
10504,122,2024-09-25,web,cancelled,2,61.98
10505,71,2024-06-15,mobile,completed,1,11.43
10506,82,2024-12-17,web,completed,1,23.19
10507,167,2024-11-19,store,completed,2,31.17
10508,2,2024-03-28,web,completed,1,14.5
10509,94,2024-01-26,web,completed,1,25.31
10510,153,2024-11-28,mobile,completed,7,64.94
10511,124,2024-11-06,web,completed,2,28.41
10512,31,2024-06-12,web,completed,2,55.48
10513,148,2024-04-14,store,completed,2,139.08
10514,55,2024-01-21,store,completed,2,168.31
10515,123,2024-05-03,web,completed,2,111.69
10516,117,2024-02-20,web,completed,2,169.01
10517,128,2024-08-13,store,completed,2,49.06
10518,167,2024-05-21,web,completed,1,54.6
10519,142,2024-07-13,mobile,completed,1,19.76
10520,193,2024-08-13,web,completed,2,38.65
10521,188,2024-08-19,store,completed,2,136.46
10522,217,2024-06-06,mobile,completed,3,197.85
10523,63,2024-08-06,store,completed,3,14.12
10524,60,2024-01-28,web,pending,1,56.8
10525,37,2024-03-19,web,completed,2,66.58
10526,23,2024-08-15,web,completed,2,21.43
10527,140,2024-09-23,mobile,completed,5,301.63
10528,157,2024-11-19,web,pending,3,87.78
10529,199,2024-05-13,mobile,completed,2,313.8
10530,96,2024-06-18,web,completed,4,93.31
10531,181,2024-03-18,store,completed,2,38.0
10532,101,2024-09-22,web,cancelled,3,441.01
10533,205,2024-10-02,web,completed,1,70.91
10534,94,2024-04-21,store,completed,4,88.66
10535,184,2024-11-08,web,completed,3,69.98
10536,213,2024-07-20,web,completed,2,11.91
10537,209,2024-09-09,web,completed,2,21.83
10538,50,2024-01-03,mobile,completed,4,84.2
10539,142,2024-10-01,web,completed,1,20.3
10540,72,2024-02-20,web,completed,2,81.82
10541,142,2024-02-15,web,completed,2,36.83
10542,215,2024-04-05,web,completed,2,37.1
10543,176,2024-05-08,store,completed,2,144.61
10544,219,2024-07-22,web,completed,3,110.46
10545,46,2024-08-24,mobile,completed,4,375.61
10546,106,2024-10-27,web,completed,1,114.54
10547,210,2024-07-20,web,completed,3,784.11
10548,100,2024-06-26,mobile,completed,2,33.89
10549,40,2024-12-22,mobile,completed,2,127.19
10550,10,2024-01-09,store,completed,1,74.47
10551,59,2024-07-02,web,completed,2,26.2
10552,174,2024-04-04,web,completed,3,88.05
10553,25,2024-01-10,web,completed,2,70.34
10554,176,2024-08-21,mobile,completed,4,162.9
10555,127,2024-01-10,store,completed,4,334.28
10556,62,2024-05-08,web,completed,2,73.07
10557,99,2024-07-22,web,completed,1,45.45
10558,193,2024-09-08,mobile,completed,1,25.33
10559,175,2024-11-23,web,completed,2,36.0
10560,11,2024-10-05,mobile,completed,3,110.49
10561,184,2024-06-12,web,completed,2,13.85
10562,12,2024-08-28,web,completed,2,203.01
10563,181,2024-10-12,web,completed,2,66.4
10564,131,2024-11-27,web,completed,2,67.33
10565,82,2024-09-05,web,completed,4,54.2
10566,207,2024-01-07,web,completed,4,31.72
10567,114,2024-05-13,mobile,completed,3,81.02
10568,138,2024-07-14,mobile,completed,1,364.44
10569,38,2024-06-15,web,completed,3,85.99
10570,171,2024-10-26,store,pending,4,412.48
10571,29,2024-07-18,mobile,pending,2,59.81
10572,5,2024-06-18,web,completed,3,125.96
10573,100,2024-10-02,web,completed,3,33.06
10574,18,2024-02-11,store,completed,4,55.31
10575,130,2024-08-27,web,completed,3,219.54
10576,162,2024-06-09,mobile,completed,3,480.95
10577,114,2024-01-20,web,completed,2,26.11
10578,32,2024-07-07,store,completed,2,104.7
10579,10,2024-09-20,web,completed,2,90.69
10580,69,2024-04-11,web,completed,2,195.85
10581,219,2024-12-06,web,completed,4,49.2
10582,146,2024-10-04,web,completed,3,47.63
10583,73,2024-11-14,mobile,completed,2,98.48
10584,175,2024-08-12,web,completed,1,19.9
10585,214,2024-12-19,web,completed,2,36.94
10586,92,2024-09-14,web,completed,3,201.53
10587,149,2024-01-14,web,completed,1,15.2
10588,209,2024-02-02,web,completed,3,71.52
10589,69,2024-11-13,mobile,completed,3,242.62
10590,73,2024-01-13,mobile,completed,3,215.56
